"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","2267.00 Number","Number","2017/2018","2017-04-01","2018-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","308.00 Number","Number","2017/2018_May","2017-05-01","2017-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","287.00 Number","Number","2017/2018_Jun","2017-06-01","2017-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","887.00 Number","Number","2017/2018_Q2","2017-07-01","2017-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","285.00 Number","Number","2017/2018_Jul","2017-07-01","2017-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","317.00 Number","Number","2017/2018_Aug","2017-08-01","2017-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","285.00 Number","Number","2017/2018_Sep","2017-09-01","2017-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","267.00 Number","Number","2017/2018_Oct","2017-10-01","2017-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","543.00 Number","Number","2017/2018_Q3","2017-10-01","2017-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","276.00 Number","Number","2017/2018_Nov","2017-11-01","2017-11-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2017/2018_Dec","2017-12-01","2017-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2017/2018_Q4","2018-01-01","2018-03-31","Monthly"
